recipe_id,name,prep_time,cook_time,total_time,servings,yield,directions,image_url,category_id
572,Harriet Davis's Indiana Persimmon Pudding,15 mins,25 mins,40 mins,12,1 9x13-inch baking pan,"Preheat oven to 325 degrees F (165 degrees C).; Combine buttermilk and baking soda together in a bowl.; Combine flour, baking powder, cinnamon, and salt in a separate bowl.; Mix persimmon pulp and sugar together in a large bowl. Beat in eggs. Add buttermilk mixture alternately with flour mixture, stirring until combined. Stir in heavy cream and melted butter. Pour batter into a 9x13-inch baking pan.; Bake in the preheated oven until edges pull away from the sides of the pan and cracks begin to appear in the center, 25 to 30 minutes. Chill until serving.",https://www.allrecipes.com/thmb/PTXe8xgnWe7o2Ygyx4lOM6OKrv4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4356754-84dd9787622a4fe2bc2f7953a1164519.jpg,1
573,Persimmon Pudding Pie,15 mins,1 hrs,1 hrs 15 mins,8,8 servings,"Preheat oven to 325 degrees F (165 degrees C). Spread melted butter evenly over the bottom of a baking dish.; Beat persimmon pulp and sugar together in a bowl; beat in eggs. Beat in buttermilk and baking soda.; Sift flour, baking powder, cinnamon, and salt together in a bowl. Gradually add flour mixture to persimmon mixture, stirring until well incorporated; stir in vanilla extract. Pour persimmon batter into prepared baking dish.; Bake in the preheated oven until lightly golden and cooked through, about 1 hour.",https://www.allrecipes.com/thmb/EXdP8t-MBW3MYLJO-aDTCzdDLcA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7210489-8c4da743f2f448d6956abbbac14dd1ed.jpg,1
574,Christmas Cranberry-Persimmon Loaf,20 mins,1 hrs 15 mins,2 hrs 5 mins,12,1 9x5-inch loaf,"Preheat the oven to 325 degrees F (165 degrees C). Grease a 9x5-inch loaf pan and dust the bottom with flour.; Mix flour, cinnamon, baking soda, salt, ginger, and nutmeg together in a small bowl. Add walnuts and cranberries; toss or mix using your fingers to ensure cranberries don't stick together.; Whisk eggs, brown sugar, and oil together in a medium bowl until eggs are well beaten. Stir in persimmon pieces followed by flour mixture. Pour into the prepared loaf pan.; Bake in the preheated oven until a knife inserted into the center comes out clean, 1 hour and 15 minutes to 1 1/2 hours.; Remove from the oven and let cool on a wire rack for 15 minutes. Slide a knife around the sides and slide loaf out onto the rack to finish cooling, 15 to 30 minutes more, before cutting.",https://www.allrecipes.com/thmb/49N0gqfzQ5lhqj-ImdtYaOJs2j4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7519453-1d94772288f14e1e991d30f9a2e92d76.jpg,1
575,Paleo Persimmon Pie,30 mins,,30 mins,8,8 slices,"Lightly grease an 8-inch pie pan with olive oil.; Blend 3 cups pecans and dates in a food processor until finely ground, about 1 minute. Pour agave nectar over nut mixture and process until fully incorporated, about 30 seconds. Press nut mixture evenly into prepared pie pan.; Peel and pit persimmons, then puree in food processor until smooth. Pour over crust and smooth out. Garnish with chopped pecans and cinnamon.",https://www.allrecipes.com/thmb/pjIE-wIHBsekrfdpIJdeniUVLis=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1569009-268177fbb6c3446bb32fbf9c3f1bfd76.jpg,3
576,"Persimmon, Pomegranate, and Massaged Kale Salad",25 mins,5 mins,30 mins,4,4 servings,"Preheat oven to 375 degrees F (190 degrees C). Line a baking sheet with parchment paper.; Toss macademia nuts with 1 tablespoon maple syrup and pinch of salt; spread on baking sheet.; Toast macademia nuts in the preheated oven until lightly golden, about 5 minutes. Remove from oven and coat with 1 tablespoon maple syrup.; Whisk orange juice, lemon juice, 1 tablespoon maple syrup, and ground black pepper together in a small bowl to make dressing.; Place kale pieces, 1 tablespoon olive oil, and 1/2 teaspoon salt in a large bowl; massage with your hands until kale is tender, 3 to 5 minutes. Add persimmon slices and dressing and toss to mix. Top with pomegranate seeds and maple-roasted macademia nuts.",https://www.allrecipes.com/thmb/G36EFdILMmVoeMBBJolfY9GBM7k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3036705-7fcae46ca36f4d25a2034f53fcba3982.jpg,3
577,Auntie's Persimmon Cookies,30 mins,14 mins,2 hrs 14 mins,36,36 cookies,"Preheat oven to 350 degrees F (175 degrees C). Line a baking sheet with parchment paper or a Silpat® nonstick baking mat.; Mash persimmon pulp in a small bowl and stir in baking soda to let mixture congeal.; Beat white sugar and 1/2 cup butter with an electric mixer in a large bowl until light and fluffy. Stir flour, cinnamon, cloves, nutmeg, and salt together in a second bowl.; Mix egg into the persimmon mixture. Add persimmon mixture and flour mixture to the creamed butter mixture and stir well to combine. Fold pecans and raisins into the batter.; Drop batter onto the prepared baking sheet using a medium cookie scoop.; Bake in the preheated oven until slightly browned and puffy, 13 to 15 minutes. Remove from oven and cool completely on wire racks, about 30 minutes.; Mix confectioners' sugar, maple syrup, 1 tablespoon melted butter, vanilla extract, and salt in a bowl until maple glaze is smooth. Place a sheet of parchment paper under the wire rack to catch the drips. Drizzle maple glaze onto the cookie tops using a spoon. Let set until glaze hardens, about 30 minutes.; Cut green belt candy into small leaf shapes using kitchen scissors. Combine white chocolate and shortening in a microwave-safe glass or ceramic bowl and melt in the microwave in 15-second intervals, stirring after each melting, 1 to 3 minutes.; Drip some melted white chocolate over each cookie using a spoon. Place one red candy-coated chocolate piece in the middle of each cookie and add a green belt leaf to each side. Let set until frosting hardens, about 30 minutes.",https://www.allrecipes.com/thmb/7V43Lh6pP6o69SEoIr2mlf6pF_I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2914931-b91bf2bad5df489387520809ce99277f.jpg,1
578,Persimmon Cookies III,20 mins,12 mins,32 mins,72,6 dozen,"Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets.; In a large bowl, cream together the shortening and sugar. Beat in the egg and persimmon pulp. Combine the flour, baking soda, cinnamon, cloves and salt; stir into the persimmon mixture. Fold in raisins and walnuts. Drop by teaspoonfuls 2 inches apart onto the prepared cookie sheets.; Bake for 12 to 15 minutes in the preheated oven, or until edges are firm. Let cool on the cookie sheets for 1 minute before removing to wire racks to cool completely.",https://www.allrecipes.com/thmb/v6BHqHRALQI2dWP5qPG2Ka219zI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/27691-1039e9915ed04ef88a07b4c3b8c43d9e.jpg,1
579,Sandra's Persimmon Pudding,,,,4,4 servings,"Butter one 9x13 inch baking pan. Preheat oven to 350 degrees F (175 degrees C).; In a blender, combine persimmon pulp, egg, sugar, flour, milk, baking soda, baking powder, cinnamon, salt and butter. Blend until smooth.; Pour into baking pan and bake for 30 minutes or until a knife inserted in the center comes out with just crumbs but no batter stuck to it.",https://www.allrecipes.com/thmb/6_A_AWOndDqg8exYkNACIPi4HXA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2959146-cfb5964c2d97489880d40bfd7025cf54.jpg,1
580,Spicy Persimmon Chutney,15 mins,35 mins,50 mins,32,4 cups,"Combine cider vinegar, onion, apple, raisins, sugar, lemon juice, green chile, ginger, lemon zest, coriander, and cloves in a large saucepan. Bring to a boil over medium heat, stirring occasionally. Reduce heat to medium-low and simmer until mixture thickens, stirring frequently, about 25 minutes. Add persimmons and simmer until the persimmons are tender, about 5 to 10 minutes.; Remove from the heat and let cool completely. Cover and refrigerate.",https://www.allrecipes.com/thmb/Uv6g86q2mA-u7F9gN_bxd6dRPJ0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1095384-66511b9584c84e8db36def18006983a6.jpg,1
581,Sweet Persimmon Fireside Cookies,,,,16,16 bars,"Preheat oven to 375 degrees F (190 degrees C). Grease one 9x13 inch baking pan.; Sift together all-purpose flour, cake flour, cinnamon, ginger, baking soda and salt.; In a medium bowl, cream butter, sugar, and lemon rind until fluffy and smooth. Blend in egg and persimmon pulp and mix until well combined.; Gradually stir in the flour mixture and mix until well blended.; Pour the batter into the prepared pan and spread evenly.; Bake for 25 minutes in the preheated oven, until golden brown. Remove from the oven and let cool. When the bars are completely cool, sift confectioners' sugar over the top and cut into bars.",https://www.allrecipes.com/thmb/Ew3mm_nbNBRRT-AuSncg-_p7Z4M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4109737-22ad673619a64b43a5feefc50ed6a21f.jpg,1
582,Banana Chocolate Chip Bread,15 mins,1 hrs 10 mins,1 hrs 35 mins,10,1 9x5-inch loaf,"Preheat the oven to 325 degrees F (165 degrees C). Grease a 9x5-inch loaf pan, preferably glass.; Mix flour, baking powder, baking soda, and salt in a bowl. Stir bananas, milk, and cinnamon in another bowl. Beat sugar and butter together in a third bowl with an electric mixer until light and fluffy; add eggs one at a time, beating well after each addition. Stir banana mixture into butter mixture; mix in flour mixture until just blended. Fold in chocolate chips; pour batter into the prepared loaf pan.; Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 70 minutes. Cool in the pan for 10 minutes before removing to cool completely on a wire rack before slicing.; My Hot Southern Mess; ",https://www.allrecipes.com/thmb/pAg6CSU9hiqZSK-GQs4D4OqRoS4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4516795-2000-3f64bc4313a54d489a48ecf3fb007882.jpg,1
583,Joy's Easy Banana Bread,15 mins,1 hrs,1 hrs 15 mins,10,1 9x5-inch loaf,"Preheat the oven to 325 degrees F (165 degrees C). Grease a 9x5-inch loaf pan.; Combine bananas, sugar, egg, and butter together in a bowl. Mix flour and baking soda together in a separate bowl; stir into banana mixture until batter is just mixed. Stir in salt; pour batter into the prepared loaf pan.; Bake in the preheated oven until a toothpick inserted in the center of the bread comes out clean, about 1 hour.; Dotdash Meredith Food Studios; ",https://www.allrecipes.com/thmb/j7X-zgn5hOCJDqi21G0PHjZtPyQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/241707-joys-easy-banana-bread-mfs-287-a6d07a3519d74ba0b420fa5cbcef4909.jpg,1
584,Banana Muffins,10 mins,25 mins,35 mins,12,12 muffins,"Preheat the oven to 350 degrees F (175 degrees C). Grease a 12-cup muffin tin or line cups with paper liners. Sift flour, baking powder, baking soda, and salt together in a bowl; set aside.; Mix bananas, sugar, egg, and melted butter in a separate large bowl until well combined; fold in flour mixture until smooth. Spoon batter into the prepared muffin cups, filling each 2/3 full.; Bake in the preheated oven until tops spring back when lightly pressed, about 25 to 30 minutes. Cool briefly in the tin, then transfer to a wire rack to cool completely.; Dianne; ",https://www.allrecipes.com/thmb/20_0F0-0D8-GPFXQmzT28-He2O4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/42719-banana-muffins-dianne-1x1-1-793fa50915f646dca14efff860760200.jpg,1
585,Peanut Butter Banana Smoothie,5 mins,,5 mins,4,4 servings,"Place bananas, milk, peanut butter, honey, and ice cubes in a blender; blend until smooth, about 30 seconds.; Dotdash Meredith Food Studio; ",https://www.allrecipes.com/thmb/Cb7TBQWwLHnWVmM2a69i4bJDh44=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/221261-Peanut-Butter-Banana-Smoothie-mfs-087-0ba0134f414c4741a1713fb35b619f7e.jpg,1
586,Janet's Rich Banana Bread,10 mins,1 hrs,1 hrs 20 mins,10,1 9x5-inch loaf,"Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x5-inch loaf pan.; Stir sugar and melted butter together in a large bowl. Add eggs and vanilla; mix well. Combine flour, baking soda, and salt; stir into butter mixture until smooth. Fold in banana slices, sour cream, and walnuts; transfer into the prepared pan.; Bake in the preheated oven until a toothpick inserted into the center of the loaf comes out clean, about 1 hour. Cool loaf in the pan for 10 minutes before inverting onto a wire rack to cool completely.; FoodFun; ",https://www.allrecipes.com/thmb/xSzZXZa-O4S6fE4BdpzTIO8aHTw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/171761-32f2d2cf9fb64f0c839fa15b69672b0e.jpg,1
587,Bananas Foster,5 mins,15 mins,20 mins,4,,"Melt butter in a large, deep skillet over medium heat. Stir in brown sugar, rum, vanilla, and cinnamon; bring to a low boil.; Place bananas and walnuts in the pan. Cook until bananas have softened, 1 to 2 minutes. Serve at once over vanilla ice cream.; Nickel; ",https://www.allrecipes.com/thmb/TEWm8mn7zGVC_RFzme9bEntRbf0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1099911-075863dd3fa3418bb6d7fb5ed92cc9e3.jpg,1
588,Banana Cream Pie,15 mins,25 mins,1 hrs 40 mins,8,1 9-inch pie,"Preheat the oven to 350 degrees F (175 degrees C).; Combine sugar, flour, and salt in a saucepan. Gradually stir in milk. Cook, stirring constantly, over medium heat until mixture boils and thickens. Continue to cook and stir for 2 more minutes, then remove from the heat.; Place egg yolks in a medium bowl; whisk in a small amount of the hot milk mixture until smooth, then gradually whisk egg yolk mixture into the saucepan. Cook over medium-low heat, stirring constantly, for 2 more minutes. Remove from heat and stir in butter and vanilla.; Fill pastry shell with sliced bananas; pour pudding mixture on top to cover.; Bake in the preheated oven until filling sets, 12 to 15 minutes. Chill pie for 1 hour before serving.; ReneePaj; ",https://www.allrecipes.com/thmb/NwBpkbb07s3Gg1Vwkd32rIXObVQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3355919-banana-cream-pie-ReneePaj-1x1-1-7d2a3fe5bdde4e82a9eb21c2f2560a2e.jpg,1
589,Banana Oat Muffins,15 mins,20 mins,35 mins,12,12 muffins,"Preheat the oven to 400 degrees F (205 degrees C). Line a 12-cup muffin tin with paper liners.; Combine flour, oats, sugar, baking powder, soda, and salt in a medium bowl; set aside.; Beat egg lightly in a large bowl. Whisk in milk, oil, and vanilla. Stir in mashed bananas. Add the flour mixture and stir until just combined. Spoon batter into the prepared muffin cups, filling each 3/4 full.; Bake in the preheated oven until tops spring back when lightly pressed, 18 to 20 minutes.; K; ",https://www.allrecipes.com/thmb/ha78TqtiSBUzRFZn4FdH-WEXa-4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2193539_original-83a1c8821eac429992c15019e4febede.jpg,1
590,Extreme Banana Nut Bread 'EBNB',15 mins,1 hrs,1 hrs 50 mins,24,2 9x5-inch loaves,"Preheat the oven to 350 degrees F (175 degrees C). Grease and flour two 9x5-inch loaf pans.; Sift flour, baking soda, and salt into a large bowl.; Cream sugar and butter together in a separate bowl. Stir in bananas, eggs, and walnuts until well blended.; Pour wet ingredients into flour mixture and stir just until blended. Divide the batter evenly between the two prepared pans.; Bake in the preheated oven until a paring knife inserted into the crown of each loaf comes out clean, 60 to 70 minutes.; Remove from the oven and let loaves cool in the pans for at least 5 minutes. Turn out onto a cooling rack, and let cool completely, about 30 minutes.; Slice and serve. For more intense flavor, wrap each loaf in aluminum foil to keep in the moisture, then refrigerate for at least 2 hours before serving.; Josie Rivera-Abdo; ",https://www.allrecipes.com/thmb/xIlCSStiKSHavN8i-N0yM5JgIDw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8002026-extreme-banana-nut-bread-ebnb-Josie-Rivera-Abdo-1x1-1-9583f881cc4a49c693494977f97022af.jpg,1
591,Ultimate Banana Muffins,15 mins,20 mins,35 mins,12,12 muffins,"Preheat the oven to 350 degrees F (175 degrees C). Grease a muffin tin.; Sift flour, baking powder, baking soda, cinnamon, salt, and nutmeg together in a small bowl.; Mash bananas in a large bowl. Mix in white sugar, melted butter, brown sugar, egg, and vanilla extract. Fold in flour mixture until just combined. Fold walnuts into the batter.; Divide batter evenly among the prepared muffin cups.; Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 20 minutes.; ",https://www.allrecipes.com/thmb/aMkYCpCXVPYGidG6VMCN8QspCcc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4479074-2c76713874dd47df9ba1726e9c39bc02.jpg,1
592,Banana Crumb Muffins,15 mins,20 mins,35 mins,10,10 muffins,"Preheat the oven to 375 degrees F (190 degrees C). Lightly grease or line 10 muffin cups with paper liners.; Prepare muffins: Mix flour, baking soda, baking powder, and salt together in a large bowl.; Beat bananas, white sugar, melted butter, and egg together in a separate bowl; stir the banana mixture into the flour mixture just until combined. Spoon batter into prepared muffin cups, filling each about 3/4 full.; Prepare crumb topping: Mix brown sugar, flour, and cinnamon together in a small bowl. Use a fork to mix in 1 tablespoon butter until mixture is crumbly; sprinkle topping over muffins.; Bake in the preheated oven until a toothpick inserted into the center comes out clean, 18 to 20 minutes.; TTV78; ",https://www.allrecipes.com/thmb/lDxZD2j8Iak8JxA9lguRQBdQ9gw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/428420-a3ee2761fbb44708ae192f04a3589400.jpg,1
593,Banana Cake,30 mins,1 hrs,2 hrs 15 mins,18,1 9x13-inch cake,"Preheat the oven to 275 degrees F (135 degrees C). Grease and flour a 9x13-inch pan.; Make cake: Mix mashed bananas with lemon juice in a small bowl. Mix flour, baking soda, and salt in a medium bowl.; Cream sugar and butter in a large bowl until light and fluffy, 3 to 4 minutes. Beat in eggs one at a time, then stir in vanilla. Beat in flour mixture alternately with buttermilk. Stir in banana mixture. Pour batter into the prepared pan.; Bake in the preheated oven until a toothpick inserted into the center of the cake comes out clean, about 1 hour. Remove cake from the oven and place it directly into the freezer for 45 minutes. This will make the cake very moist.; Meanwhile, make frosting: Cream butter and cream cheese until smooth. Beat in vanilla. Add confectioners sugar and beat on low speed until combined, then on high until frosting is smooth.; Spread frosting on cooled cake.; ",https://www.allrecipes.com/thmb/HD83yqf3Yywm-0QNexrWNdMDWLs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/848894-6fbcd8a46aaf4db593e8fb78d368dec7.jpg,1
594,Chocolate Banana Peanut Butter Protein Shake,10 mins,,10 mins,1,,"Blend ice cubes, milk, banana, protein powder, peanut butter, honey, and cocoa powder together in a blender until smooth.",https://www.allrecipes.com/thmb/o_l87oGIqY71mamvxApxRV8-47I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3618581-b0054e8d05ca4231a3e11626e381d82c.jpg,1
595,Fruit and Yogurt Smoothie,5 mins,,5 mins,2,,"Combine strawberries, banana, yogurt, pineapple juice, sugar, orange juice, and milk in a blender; blend until smooth.",https://www.allrecipes.com/thmb/nXTnAdimMBtkQieZhloU45cM1V0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/441727-fruit-and-yogurt-smoothie-Alberta-Rose-4x3-1-aa04390dac11483aaeeec142dff1f6c7.jpg,1
596,Banana Pudding,30 mins,,3 hrs 30 mins,12,1 (9x13-inch) dish,"Beat cream cheese in a large bowl until fluffy. Beat in condensed milk, then pudding mix. Gradually mix in cold milk until smooth, followed by vanilla. Fold in 1/2 of the whipped topping.; Line the bottom of a 9x13-inch dish with vanilla wafers. Arrange sliced bananas evenly on top. Cover with pudding mixture. Top with remaining whipped topping.; Cover and chill in the refrigerator for at least 3 hours before serving.; ",https://www.allrecipes.com/thmb/SIk29GwU_8MkL0uv01TNrYfrX9s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9140524-6a756f53e75a4933a42ca2079ca17b68.jpg,3
597,Strawberry Oatmeal Breakfast Smoothie,5 mins,,5 mins,2,,"Blend soy milk, oats, strawberries, and banana in a blender until smooth. Add sugar and vanilla and blend again until smooth.; Pour into glasses and serve.; Alberta Rose; ",https://www.allrecipes.com/thmb/DlPnojTRGNBSBrlP6xliPzdFspI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/409456-strawberry-oatmeal-breakfast-smoothie-Alberta-Rose-1x1-1-6b6d3d2dc43d49a9ac521cffc963fabb.jpg,1
598,A-Number-1 Banana Cake,30 mins,30 mins,1 hrs,12,2 8-inch round layers,"Preheat the oven to 350 degrees F (175 degrees C). Grease and flour two 8-inch round pans.; Whisk together flour, baking soda, and salt in a small bowl; set aside.; Cream white sugar, brown sugar, and butter in a large bowl until light and fluffy. Beat in eggs, one at a time. Mix in mashed bananas. Add flour mixture alternately with buttermilk, mixing well after each addition. Stir in chopped walnuts. Pour batter into the prepared pans.; Bake in the preheated oven until cake springs back when gently pressed, about 30 minutes.; Remove cake layers from the oven and place them on a damp tea towel to cool.; Charice Lecointe; ",https://www.allrecipes.com/thmb/kU5_wRjlF_5Ozm_9EUnnEN6o7IY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9293326-a-number-1-banana-cake-Charice-Lecointe-1x1-1-49bc9e4417a14a7ea5ff5f45e6671878.jpg,1
599,Banana Sour Cream Bread,10 mins,1 hrs,1 hrs 10 mins,32,4 7x3-inch loaves,"Preheat the oven to 300 degrees F (150 degrees C). Grease four 7x3-inch loaf pans.; Mix 1/4 cup sugar and 1 teaspoon cinnamon together in a small bowl until well combined; dust the greased pans lightly with sugar mixture.; Beat remaining 3 cups sugar and butter together in a large bowl with an electric mixer until smooth. Add mashed bananas, sour cream, eggs, vanilla, and remaining 2 teaspoons cinnamon; continue to beat until well-blended. Add flour, baking soda, and salt; mix until just combined. Stir in walnuts and divide batter evenly into the prepared pans.; Bake in the preheated oven until a toothpick inserted in center comes out clean, about 1 hour.; ",https://www.allrecipes.com/thmb/3m8b7xHsXy_xguNbqIyMyWIjkZc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1087773-d591b4857c5c4131b521e28507a48d74.jpg,1
600,The Best Banana Bread,15 mins,1 hrs,1 hrs 15 mins,15,1 9x5-inch loaf,"Preheat the oven to 350 degrees F (175 degrees C). Grease and flour a 9x5-inch loaf pan.; Beat sugar and margarine in a bowl until smooth. Beat in eggs, then bananas. Add flour and baking soda, stirring just until combined. Pour into the prepared pan.; Bake in the preheated oven until a toothpick in the center comes out clean, about 1 hour. Remove from the pan and let cool.; Store in the refrigerator or freeze.; ",https://www.allrecipes.com/thmb/v0epISNRlsWblEVU1iZHO9f_Pm8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1769978-4cef92ab451d4d6f933c355281f0f4b2.jpg,1
601,Spinach and Banana Power Smoothie,10 mins,,10 mins,1,,Blend soy milk and spinach together in a blender until smooth. Add banana and pulse until thoroughly blended.,https://www.allrecipes.com/thmb/7fxIkXzDquL8VytxAU0wlEf-OuM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4548861-9766946c2ba1471ca2c8cc51afe1c18b.jpg,3
602,Basic Fruit Smoothie,10 mins,,10 mins,4,,"Combine strawberries, peaches, and banana in a blender; blend until smooth. Add ice and pour in juice; blend again to desired consistency.; dotdash meredith food studios; ",https://www.allrecipes.com/thmb/UkeuVPlM5KjA520YuyD87dSDG2E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/23553-basic-fruit-smoothie-ddmfs-1x1-0709-0a157232688a4468be54e8278d9b633f.jpg,3
603,Southern Style Banana Split Cake,30 mins,,2 hrs,12,1 9x13-inch pan,"Combine graham cracker crumbs, white sugar, and melted butter in a large bowl; mix well. Press into a 9x13-inch cake pan; refrigerate until chilled, about 30 minutes.; Beat together cream cheese and confectioners' sugar in the large bowl until smooth; spread over chilled graham cracker crust.; Layer sliced bananas and crushed pineapple over cream cheese mixture; cover with whipped topping.; Top with cherries and chopped nuts. Refrigerate for at least 1 hour and serve chilled.",https://www.allrecipes.com/thmb/0oe2D_k11Njb6LUJivCFN0fBzh8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8320770-b0fd654dc6704fd7b4a4c68dbd16bdff.jpg,1
604,Chocolate Banana Muffins,20 mins,20 mins,40 mins,12,12 muffins,"Preheat the oven to 350 degrees F (175 degrees C). Line a12-cup muffin tin with paper liners.; Combine flour, cocoa, baking powder, baking soda, and salt together in a large bowl.; Whisk sugar, oil, milk, egg, and vanilla extract together in a separate bowl until smooth; stir into flour mixture until just moistened. Fold in bananas and chocolate chips.; Divide batter among the muffin cups, filling each about 3/4 full.; Bake in the preheated oven until a toothpick inserted into the center comes out clean, 20 to 25 minutes.",https://www.allrecipes.com/thmb/6VkoRLVx5YpRLHVGJHcoGVonh0w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6983400-chocolate-banana-muffins-June-4x3-1-83716e08940b481590939c24fabbce00.jpg,1
605,Vegan Banana Muffins,15 mins,30 mins,45 mins,12,1 dozen muffins,"Preheat the oven to 350 degrees F (175 degrees C). Grease 12 muffin cups or line with paper liners.; Mix flour, white sugar, brown sugar, cinnamon, baking powder, baking soda, nutmeg, and salt together in a large bowl. Stir bananas, canola oil, and coconut milk together in a separate bowl; stir banana mixture into flour mixture until just combined. Divide batter among the muffin cups, filling each about 3/4 full.; Bake in the preheated oven until a toothpick inserted into the center of a muffin comes out clean, 30 to 35 minutes.; ",https://www.allrecipes.com/thmb/VvP1rVx1U8erVOmnpl0ZMzUuxjM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6770800-4144435dda7b48c3b7458113340dd66f.jpg,1
606,Pineapple and Banana Smoothie,5 mins,,5 mins,1,1 smoothie,"Place ice cubes, pineapple, banana, and pineapple juice into the container of a blender. Puree on high until smooth.; Dotdash Meredith Food Studios; ",https://www.allrecipes.com/thmb/HTfBfNHYpGanMrrM4ufCZQh88E0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/138159-pineapple-and-banana-smoothie-ddmfs-1x1-0065-f2a9d534c9a1492d827218a576e43cb6.jpg,3
607,Sarah's Banana Bread Muffins,10 mins,35 mins,45 mins,12,12 muffins,"Preheat the oven to 350 degrees F (175 degrees C). Grease a 12-cup muffin tin or line cups with paper liners.; Mix sugar, oil, and egg in a large bowl until light and creamy. Stir in bananas and walnuts. Add flour, baking soda, and salt; stir until completely smooth. Spoon batter into the prepared muffin cups, filling each 3/4 full.; Bake in the preheated oven until tops spring back when lightly pressed, about 30 to 40 minutes.",https://www.allrecipes.com/thmb/X2xPO9hSyyL9A2SBh3XG-3dydqE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5845097-sarahs-banana-bread-muffins-Ashley-Arceneaux-4x3-1-5c218776f1244e8cb8593a50d2e6302c.jpg,1
608,Air Fryer Roasted Bananas,5 mins,10 mins,15 mins,1,,"Preheat an air fryer to 375 degrees F (190 degrees C) according to manufacturer's instructions. Line the air fryer basket, if desired.; Place banana slices into the basket, making sure that they are not touching; cook in batches if necessary. Mist banana slices with avocado oil.; Cook in the air fryer for 5 minutes. Remove the basket and flip banana slices carefully (they will be soft). Cook until banana slices are browned and caramelized, an additional 2 to 3 minutes. Carefully remove from basket.",https://www.allrecipes.com/thmb/GJOLU4Jp-laDoTuVIlbIA0A2D3A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/272347-air-fryer-roasted-bananas-ddmfs-1359-4x3-1-c62465c854ab4ff582ee9847c8c7ef21.jpg,3
609,Banana Chocolate Chip Cookies,15 mins,15 mins,1 hrs 15 mins,18,3 dozen,"Preheat the oven to 400 degrees F (200 degrees C). Grease cookie sheets.; Sift flour, baking powder, salt, and baking soda together in a large bowl.; Beat sugar and butter together in a separate large bowl with an electric mixer until light and fluffy. Add bananas, eggs, and vanilla; beat to combine. Gradually blend in flour mixture until just combined; stir in chocolate chips. Drop dough by teaspoonfuls onto prepared cookie sheets.; Bake in the preheated oven for 12 to 15 minutes. Transfer cookies to a wire rack to cool completely.",https://www.allrecipes.com/thmb/QWaRuxGff4CEj0RmRoWNXf-rdA8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8051927-banana-chocolate-chip-cookies-Anthony-Fenton-4x3-1-d1a7a7f6f9fd4dc79d761b893f909d65.jpg,1
